"","Neighbourhood","Years","Population","Assault","Autotheft","Biketheft","Breakandenter","Homicide","Robbery","Shooting","Theftfrommv","TheftOver"
"1424",92,2022,5661,2,23,8,1,31,25,13,34,50
"1425",93,2022,8286,31,12,10,25,10,30,32,21,39
"1426",94,2022,8682,40,4,17,10,44,2,36,43,42
"1427",95,2022,5718,50,10,31,41,3,10,48,5,32
"1428",96,2022,5306,9,25,44,7,9,24,18,6,6
"1429",97,2022,7993,32,34,4,42,26,37,42,17,8
"1430",98,2022,6342,9,23,26,15,24,24,10,2,19
"1431",99,2022,8882,22,6,13,6,10,43,46,30,40
"1432",100,2022,5489,12,48,42,48,50,7,29,14,18
"1433",101,2022,6884,44,12,22,41,30,29,23,17,41
"1434",102,2022,7722,39,44,12,44,10,28,49,21,18
"1435",103,2022,7019,40,29,27,33,3,22,6,36,23
"1436",104,2022,8476,21,31,1,28,29,8,38,3,44
"1437",105,2022,9991,3,10,14,5,14,14,22,22,15
"1438",106,2022,8100,5,42,1,27,26,50,28,1,28
"1439",107,2022,8361,19,13,28,18,38,20,35,15,13
"1440",108,2022,9867,5,38,37,7,47,4,37,48,16
"1441",109,2022,7819,20,12,27,42,21,42,29,8,7
"1442",110,2022,7808,23,45,13,17,25,23,20,47,10
"1443",111,2022,7390,28,22,40,16,49,11,29,25,31
"1444",112,2022,5429,29,20,49,18,30,12,12,11,38
"1445",113,2022,8522,33,37,46,21,31,31,5,47,15
"1446",114,2022,7078,20,29,3,1,37,24,10,38,8
"1447",115,2022,7268,50,37,15,4,14,19,24,40,13
"1448",116,2022,9359,18,43,32,24,6,17,12,7,6
"1449",117,2022,7027,5,22,41,32,19,25,16,9,4
"1450",118,2022,9037,45,24,8,23,5,22,9,25,21
"1451",119,2022,8809,24,19,46,44,49,10,47,47,24
"1452",120,2022,9226,18,36,39,1,6,41,3,18,50
"1453",121,2022,8767,46,29,27,24,23,14,48,36,19
"1454",122,2022,7013,38,4,31,24,35,40,47,18,27
"1455",123,2022,6433,18,32,39,6,48,1,2,13,46
"1456",124,2022,7211,33,44,46,23,35,18,17,48,25
"1457",125,2022,5285,50,37,44,47,45,43,34,50,6
"1458",126,2022,9340,26,42,32,29,3,27,48,46,3
"1459",127,2022,7810,11,1,7,45,42,29,10,31,9
"1460",128,2022,9711,37,17,47,30,48,48,20,39,22
"1461",129,2022,8860,9,46,18,22,4,16,38,39,14
"1462",130,2022,5802,34,32,13,40,27,28,42,50,38
"1463",131,2022,6695,49,48,20,35,40,7,10,13,34
"1464",132,2022,5372,19,44,2,23,47,11,9,8,23
"1465",133,2022,8038,17,1,39,36,3,35,8,12,34
"1466",134,2022,9366,49,42,36,23,44,42,30,50,39
"1467",135,2022,9297,3,26,1,17,25,19,42,12,34
"1468",136,2022,8571,28,46,21,21,15,40,22,4,9
"1469",137,2022,6470,26,25,26,17,4,30,4,26,11
"1470",138,2022,6448,38,48,27,30,18,13,45,47,28
"1471",139,2022,5897,1,9,17,6,12,17,23,7,16
"1472",140,2022,5587,39,9,5,20,10,18,5,20,36
"1473",141,2022,6522,38,49,11,20,14,43,7,9,21
"1474",142,2022,7030,21,9,46,34,18,28,29,25,19
"1475",143,2022,6586,24,20,35,34,39,16,18,18,26
"1476",144,2022,9197,28,44,45,19,36,2,34,19,31
"1477",145,2022,6390,33,18,39,27,7,35,11,48,13
"1478",146,2022,7843,30,16,24,21,40,23,41,29,46
"1479",147,2022,8731,34,42,47,39,23,50,7,10,23
"1480",148,2022,5293,35,14,10,41,33,6,40,5,16
"1481",1,2023,7649,4,47,20,41,34,49,14,21,24
"1482",2,2023,5478,20,33,41,44,37,6,48,37,50
"1483",3,2023,6976,25,46,2,49,23,41,9,5,44
"1484",4,2023,6056,32,38,26,46,18,29,16,11,44
"1485",5,2023,9097,49,40,15,7,21,31,31,44,30
"1486",6,2023,7118,35,9,4,21,8,21,38,22,31
"1487",7,2023,9823,37,16,29,15,18,48,26,10,32
"1488",8,2023,9924,38,7,31,7,5,31,5,16,2
"1489",9,2023,9744,24,41,43,3,4,22,2,44,21
"1490",10,2023,9566,45,18,50,50,24,42,47,5,50
"1491",11,2023,6937,40,35,43,11,43,44,16,43,26
"1492",12,2023,6701,32,27,6,27,49,32,26,26,14
"1493",13,2023,7731,42,1,8,47,12,25,14,45,39
"1494",14,2023,9314,5,43,40,33,15,40,41,37,38
"1495",15,2023,7682,1,39,36,11,8,41,39,27,4
"1496",16,2023,6151,18,5,50,7,24,21,41,47,30
"1497",17,2023,6403,33,23,16,13,2,31,45,24,30
"1498",18,2023,6119,35,16,33,40,7,12,47,11,35
"1499",19,2023,6825,38,25,24,50,23,7,35,14,37
"1500",20,2023,8315,10,17,39,10,9,17,34,23,33
"1501",21,2023,5128,30,14,25,13,44,6,40,7,17
"1502",22,2023,7278,48,27,29,50,40,47,2,21,25
"1503",23,2023,9446,30,16,38,44,4,44,39,7,39
"1504",24,2023,9523,47,38,33,5,32,16,5,15,34
"1505",25,2023,5469,39,48,4,42,38,41,7,45,50
"1506",26,2023,8567,36,22,29,43,39,5,50,2,10
"1507",27,2023,9072,38,31,28,35,42,3,39,29,10
"1508",28,2023,8023,39,47,34,25,32,34,24,27,44
"1509",29,2023,8859,44,37,4,18,33,48,6,41,15
"1510",30,2023,8760,12,6,45,48,30,34,13,8,23
"1511",31,2023,6953,43,27,44,34,39,40,5,18,20
"1512",32,2023,5288,2,23,41,17,2,47,10,26,45
"1513",33,2023,7383,38,31,22,19,40,9,31,37,21
"1514",34,2023,9587,39,18,45,38,6,36,43,23,32
"1515",35,2023,6914,8,21,49,10,30,41,40,12,21
"1516",36,2023,5906,30,14,39,43,41,6,1,27,11
"1517",37,2023,6466,10,12,48,49,27,14,28,17,6
"1518",38,2023,9684,32,32,10,41,25,23,19,10,4
"1519",39,2023,7370,8,15,11,15,46,46,24,21,5
"1520",40,2023,6570,2,20,47,28,22,23,22,1,46
"1521",41,2023,7023,10,6,4,35,44,24,15,43,22
"1522",42,2023,7499,15,44,47,2,40,6,15,39,44
"1523",43,2023,9050,47,12,36,11,32,28,40,40,25
"1524",44,2023,7029,2,21,48,22,23,16,12,31,11
"1525",45,2023,8224,48,18,10,10,19,41,3,38,7
"1526",46,2023,8623,27,24,26,47,32,22,18,5,10
"1527",47,2023,6221,34,9,34,32,5,33,35,14,45
"1528",48,2023,6395,44,47,42,1,32,46,12,35,40
"1529",49,2023,7410,49,23,3,7,29,34,4,20,34
"1530",50,2023,7822,31,42,42,22,35,35,40,32,22
"1531",51,2023,8804,41,46,38,2,38,20,41,17,44
"1532",52,2023,6058,16,28,44,36,14,32,25,35,31
"1533",53,2023,6917,45,24,11,32,48,47,39,7,18
"1534",54,2023,5794,27,7,30,3,33,50,38,25,41
"1535",55,2023,6094,2,47,24,12,28,13,27,11,34
"1536",56,2023,7318,1,50,23,3,48,44,41,26,40
"1537",57,2023,7836,22,12,30,31,21,24,1,13,1
"1538",58,2023,8389,32,35,27,11,48,49,42,48,23
"1539",59,2023,6417,40,13,3,36,17,39,31,35,28
"1540",60,2023,9793,15,1,49,2,26,29,19,46,23
"1541",61,2023,5781,14,9,24,8,24,39,45,24,25
"1542",62,2023,8011,40,12,11,24,5,32,34,1,46
"1543",63,2023,7469,46,1,48,10,33,47,5,11,7
"1544",64,2023,9427,18,14,2,41,28,33,44,12,20
"1545",65,2023,5880,47,37,33,4,35,48,42,47,35
"1546",66,2023,7101,21,10,31,2,34,18,37,2,1
"1547",67,2023,7329,28,24,4,17,37,28,32,46,36
"1548",68,2023,8423,29,48,34,24,13,10,20,23,49
"1549",69,2023,7185,42,11,1,47,13,37,33,35,47
"1550",70,2023,6652,44,18,15,11,37,17,30,8,40
"1551",71,2023,7095,44,30,10,2,13,29,23,47,50
"1552",72,2023,7819,5,14,50,8,33,18,37,9,19
"1553",73,2023,9922,50,46,32,36,16,32,9,45,41
"1554",74,2023,6742,30,36,34,31,41,8,41,38,22
"1555",75,2023,5246,16,20,10,29,45,46,20,19,26
"1556",76,2023,5831,17,31,24,42,3,50,8,1,15
"1557",77,2023,5737,29,43,9,8,43,16,33,46,7
"1558",78,2023,6838,30,10,6,7,41,5,17,1,31
"1559",79,2023,7993,50,17,12,6,37,48,1,6,11
"1560",80,2023,6908,15,39,22,1,4,11,11,43,30
"1561",81,2023,5906,34,49,21,13,35,11,19,40,29
"1562",82,2023,8630,26,5,32,48,18,2,47,1,25
"1563",83,2023,8904,29,37,47,30,11,24,48,1,43
"1564",84,2023,7128,23,6,21,41,26,24,38,37,23
"1565",85,2023,8746,26,5,14,21,35,13,11,47,3
"1566",86,2023,7496,22,6,49,1,25,45,50,24,36
"1567",87,2023,9486,24,43,25,34,42,31,34,13,45
"1568",88,2023,9918,22,38,48,6,11,35,14,15,27
"1569",89,2023,9222,39,19,34,2,37,5,30,29,24
"1570",90,2023,8977,16,36,49,36,31,14,36,37,41
"1571",91,2023,7524,39,11,48,22,32,41,33,16,28
"1572",92,2023,8435,44,42,40,29,33,32,19,24,20
"1573",93,2023,8963,10,16,16,8,14,42,37,45,18
"1574",94,2023,5435,48,6,34,13,30,23,4,9,15
"1575",95,2023,9669,7,33,46,12,33,27,47,12,42
"1576",96,2023,9763,18,31,18,36,26,24,28,40,18
"1577",97,2023,8419,41,35,32,33,49,16,10,1,39
"1578",98,2023,8309,9,2,43,21,33,1,28,8,14
"1579",99,2023,8901,27,36,2,7,47,36,28,1,7
"1580",100,2023,8715,29,45,21,37,38,31,18,25,41
"1581",101,2023,7274,17,13,18,3,10,37,33,3,18
"1582",102,2023,6009,45,29,4,18,47,10,22,40,14
"1583",103,2023,6315,37,3,8,5,39,40,39,20,16
"1584",104,2023,5321,14,22,32,22,39,49,29,25,29
"1585",105,2023,9208,23,14,15,39,42,30,19,17,41
"1586",106,2023,8036,25,45,21,2,13,17,10,36,23
"1587",107,2023,7161,23,7,49,44,47,19,45,4,14
"1588",108,2023,5334,19,3,4,12,36,20,34,36,41
"1589",109,2023,6563,45,47,39,10,47,18,40,16,8
"1590",110,2023,8768,47,40,49,42,26,17,21,46,19
"1591",111,2023,7408,15,38,38,33,23,50,5,17,8
"1592",112,2023,6563,9,24,19,37,10,7,46,16,47
"1593",113,2023,6063,26,26,18,11,40,1,42,26,32
"1594",114,2023,7236,39,23,7,41,35,41,17,22,1
"1595",115,2023,9399,8,36,37,21,25,36,45,26,39
"1596",116,2023,6362,35,46,45,42,29,14,7,27,18
"1597",117,2023,5824,6,33,48,30,22,27,16,22,50
"1598",118,2023,5333,2,30,13,4,12,46,50,44,20
"1599",119,2023,8800,39,3,16,33,28,33,10,34,33
"1600",120,2023,7662,7,35,30,9,44,9,6,26,29
"1601",121,2023,8588,45,39,43,40,25,43,31,9,48
"1602",122,2023,6378,17,6,28,19,24,8,29,34,5
"1603",123,2023,8805,3,47,14,4,47,1,37,20,47
"1604",124,2023,6781,39,50,41,18,47,29,11,15,4
"1605",125,2023,8137,50,9,7,35,18,43,3,20,17
"1606",126,2023,9959,10,29,40,10,4,10,33,49,5
"1607",127,2023,5800,14,23,15,23,41,41,21,27,19
"1608",128,2023,6779,31,47,2,1,38,19,4,44,30
"1609",129,2023,8032,22,41,21,2,20,22,25,32,7
"1610",130,2023,5207,39,2,32,23,49,3,1,1,36
"1611",131,2023,6358,12,49,44,6,25,3,5,3,10
"1612",132,2023,9952,42,22,36,22,4,27,29,23,6
"1613",133,2023,8052,6,49,19,13,50,3,42,27,28
"1614",134,2023,8044,16,6,41,18,35,47,18,36,1
"1615",135,2023,7537,39,28,18,21,48,27,33,18,42
"1616",136,2023,9651,7,25,13,21,32,7,49,4,15
"1617",137,2023,9148,10,6,30,38,10,3,12,22,32
"1618",138,2023,8320,27,18,43,13,13,19,5,28,49
"1619",139,2023,5835,22,34,29,34,5,34,48,12,35
"1620",140,2023,8802,8,35,21,31,43,13,43,49,34
"1621",141,2023,5608,45,32,47,12,49,27,47,4,19
"1622",142,2023,8569,4,32,44,13,24,35,40,6,21
"1623",143,2023,7888,44,10,37,50,14,16,26,4,14
"1624",144,2023,7328,20,25,8,5,10,36,35,38,42
"1625",145,2023,8534,22,32,28,37,4,32,21,14,3
"1626",146,2023,7910,44,5,25,16,18,12,8,13,8
"1627",147,2023,8809,29,28,24,39,21,45,3,36,19
"1628",148,2023,8348,21,12,22,24,43,15,37,46,12
